(
    (6433.460718444992 96.83174405523118 0)
    (6459.08561872478 61.42002228179604 0)
    (6483.13853767762 24.922314913299488 0)
    (6505.573519181928 -12.591644597921686 0)
    (6526.347698388754 -51.050181122220465 0)
    (6545.421383620458 -90.37981479697191 0)
    (6562.75813220664 -130.50540141907368 0)
    (6578.324820112439 -171.35027601738352 0)
    (6592.091705226163 -212.83639933077347 0)
    (6604.032484185323 -254.88450691193225 0)
    (6614.124342632513 -297.41426057204785 0)
    (6622.347998805106 -340.34440187700136 0)
    (6628.687740375473 -383.59290740180677 0)
    (6633.131454471373 -427.07714544666726 0)
    (6635.670650819098 -470.71403391520903 0)
    (6636.300477965226 -514.4201990532564 0)
    (6635.019732545914 -558.1121347448585 0)
    (6631.830861586088 -601.7063620612116 0)
    (6626.739957824091 -645.1195887576259 0)
    (6619.7567480707385 -688.2688684138262 0)
    (6610.894574625032 -731.0717589134929 0)
    (6600.170369782012 -773.4464799602813 0)
    (6587.604623481491 -815.3120693293471 0)
    (6573.221344159449 -856.5885375558352 0)
    (6557.048012876898 -897.1970207648042 0)
    (6539.115530813868 -937.0599313505517 0)
    (6519.458160228823 -976.101106217485 0)
    (6498.113458996314 -1014.2459522992708 0)
    (6475.122208847943 -1051.42158907826 0)
    (6450.528337453747 -1087.5569878328606 0)
    (6424.378834492865 -1122.583107346833 0)
)
